Condition,Area_pixels,Area_microns
M9 + 0.2% lactose,396,1.6731
M9 + 0.2% lactose,762,3.21945
M9 + 0.2% lactose,340,1.4365
M9 + 0.2% lactose,641,2.708225
M9 + 0.2% lactose,336,1.4196
M9 + 0.2% lactose,776,3.2786
M9 + 0.2% lactose,404,1.7069
M9 + 0.2% lactose,447,1.888575
M9 + 0.2% lactose,513,2.167425
M9 + 0.2% lactose,425,1.795625
M9 + 0.2% lactose,512,2.1632
M9 + 0.2% lactose,794,3.35465
M9 + 0.2% lactose,318,1.34355
M9 + 0.2% lactose,562,2.37445
M9 + 0.2% lactose,511,2.158975
M9 + 0.2% lactose,505,2.133625
M9 + 0.2% lactose,522,2.20545
M9 + 0.2% lactose,440,1.859
M9 + 0.2% lactose,489,2.066025
M9 + 0.2% lactose,592,2.5012
M9 + 0.2% lactose,476,2.0111
M9 + 0.2% lactose,498,2.10405
M9 + 0.2% lactose,690,2.91525
M9 + 0.2% lactose,538,2.27305
M9 + 0.2% lactose,631,2.665975
M9 + 0.2% lactose,524,2.2139
M9 + 0.2% lactose,522,2.20545
M9 + 0.2% lactose,327,1.381575
M9 + 0.2% lactose,530,2.23925
M9 + 0.2% lactose,337,1.423825
M9 + 0.2% lactose,586,2.47585
M9 + 0.2% lactose,422,1.78295
M9 + 0.2% lactose,531,2.243475
M9 + 0.2% lactose,114,0.48165
M9 + 0.2% lactose,592,2.5012
M9 + 0.2% lactose,408,1.7238
M9 + 0.2% lactose,495,2.091375
M9 + 0.2% lactose,359,1.516775
M9 + 0.2% lactose,832,3.5152
M9 + 0.2% lactose,429,1.812525
M9 + 0.2% lactose,370,1.56325
M9 + 0.2% lactose,602,2.54345
M9 + 0.2% lactose,291,1.229475
M9 + 0.2% lactose,411,1.736475
M9 + 0.2% lactose,341,1.440725
M9 + 0.2% lactose,638,2.69555
M9 + 0.2% lactose,660,2.7885
M9 + 0.2% lactose,642,2.71245
M9 + 0.2% lactose,619,2.615275
M9 + 0.2% lactose,417,1.761825
M9 + 0.2% lactose,446,1.88435
M9 + 0.2% lactose,512,2.1632
M9 + 0.2% lactose,490,2.07025
M9 + 0.2% lactose,743,3.139175
M9 + 0.2% lactose,453,1.913925
M9 + 0.2% lactose,453,1.913925
M9 + 0.2% lactose,565,2.387125
M9 + 0.2% lactose,375,1.584375
M9 + 0.2% lactose,524,2.2139
M9 + 0.2% lactose,600,2.535
M9 + 0.2% lactose,488,2.0618
M9 + 0.2% lactose,356,1.5041
M9 + 0.2% lactose,553,2.336425
M9 + 0.2% lactose,407,1.719575
M9 + 0.2% lactose,567,2.395575
M9 + 0.2% lactose,465,1.964625
M9 + 0.2% lactose,431,1.820975
M9 + 0.2% lactose,527,2.226575
M9 + 0.2% lactose,799,3.375775
M9 + 0.2% lactose,377,1.592825
M9 + 0.2% lactose,291,1.229475
M9 + 0.2% lactose,701,2.961725
M9 + 0.2% lactose,661,2.792725
M9 + 0.2% lactose,385,1.626625
M9 + 0.2% lactose,629,2.657525
M9 + 0.2% lactose,587,2.480075
M9 + 0.2% lactose,203,0.857675
M9 + 0.2% lactose,527,2.226575
M9 + 0.2% lactose,371,1.567475
M9 + 0.2% lactose,607,2.564575
M9 + 0.2% lactose,506,2.13785
M9 + 0.2% lactose,673,2.843425
M9 + 0.2% lactose,347,1.466075
M9 + 0.2% lactose,296,1.2506
M9 + 0.2% lactose,345,1.457625
M9 + 0.2% lactose,594,2.50965
M9 + 0.2% lactose,519,2.192775
M9 + 0.2% lactose,384,1.6224
M9 + 0.2% lactose,348,1.4703
M9 + 0.2% lactose,773,3.265925
M9 + 0.2% lactose,489,2.066025
M9 + 0.2% lactose,515,2.175875
M9 + 0.2% lactose,568,2.3998
M9 + 0.2% lactose,640,2.704
M9 + 0.2% lactose,479,2.023775
M9 + 0.2% lactose,601,2.539225
M9 + 0.2% lactose,582,2.45895
M9 + 0.2% lactose,562,2.37445
M9 + 0.2% lactose,578,2.44205
M9 + 0.2% lactose,468,1.9773
M9 + 0.2% lactose,421,1.778725
M9 + 0.2% lactose,625,2.640625
M9 + 0.2% lactose,417,1.761825
M9 + 0.2% lactose,658,2.78005
M9 + 0.2% lactose,275,1.161875
M9 + 0.2% lactose,439,1.854775
M9 + 0.2% lactose,346,1.46185
M9 + 0.2% lactose,629,2.657525
M9 + 0.2% lactose,391,1.651975
M9 + 0.2% lactose,435,1.837875
M9 + 0.2% lactose,568,2.3998
M9 + 0.2% lactose,632,2.6702
M9 + 0.2% lactose,358,1.51255
M9 + 0.2% lactose,431,1.820975
M9 + 0.2% lactose,321,1.356225
M9 + 0.2% lactose,345,1.457625
M9 + 0.2% lactose,457,1.930825
M9 + 0.2% lactose,285,1.204125
M9 + 0.2% lactose,827,3.494075
M9 + 0.2% lactose,475,2.006875
M9 + 0.2% lactose,453,1.913925
M9 + 0.2% lactose,472,1.9942
M9 + 0.2% lactose,395,1.668875
M9 + 0.2% lactose,704,2.9744
M9 + 0.2% lactose,572,2.4167
M9 + 0.2% lactose,101,0.426725
M9 + 0.2% lactose,220,0.9295
M9 + 0.2% lactose,383,1.618175
M9 + 0.2% lactose,454,1.91815
M9 + 0.2% lactose,542,2.28995
M9 + 0.2% lactose,513,2.167425
M9 + 0.2% lactose,649,2.742025
M9 + 0.2% lactose,335,1.415375
M9 + 0.2% lactose,360,1.521
M9 + 0.2% lactose,457,1.930825
M9 + 0.2% lactose,510,2.15475
M9 + 0.2% lactose,453,1.913925
M9 + 0.2% lactose,546,2.30685
M9 + 0.2% lactose,484,2.0449
M9 + 0.2% lactose,379,1.601275
M9 + 0.2% lactose,416,1.7576
M9 + 0.2% lactose,541,2.285725
M9 + 0.2% lactose,617,2.606825
M9 + 0.2% lactose,457,1.930825
M9 + 0.2% lactose,684,2.8899
M9 + 0.2% lactose,323,1.364675
M9 + 0.2% lactose,655,2.767375
M9 + 0.2% lactose,455,1.922375
M9 + 0.2% lactose,748,3.1603
M9 + 0.2% lactose,620,2.6195
M9 + 0.2% lactose,443,1.871675
M9 + 0.2% lactose,481,2.032225
M9 + 0.2% lactose,477,2.015325
M9 + 0.2% lactose,431,1.820975
M9 + 0.2% lactose,626,2.64485
M9 + 0.2% lactose,665,2.809625
M9 + 0.2% lactose,553,2.336425
M9 + 0.2% lactose,658,2.78005
M9 + 0.2% lactose,322,1.36045
M9 + 0.2% lactose,540,2.2815
M9 + 0.2% lactose,624,2.6364
M9 + 0.2% lactose,654,2.76315
M9 + 0.2% lactose,306,1.29285
M9 + 0.2% lactose,393,1.660425
M9 + 0.2% lactose,273,1.153425
M9 + 0.2% lactose,437,1.846325
M9 + 0.2% lactose,321,1.356225
M9 + 0.2% lactose,309,1.305525
Stationary phase 16h,343,1.449175
Stationary phase 16h,340,1.4365
Stationary phase 16h,320,1.352
Stationary phase 16h,220,0.9295
Stationary phase 16h,344,1.4534
Stationary phase 16h,126,0.53235
Stationary phase 16h,301,1.271725
Stationary phase 16h,379,1.601275
Stationary phase 16h,352,1.4872
Stationary phase 16h,330,1.39425
Stationary phase 16h,284,1.1999
Stationary phase 16h,241,1.018225
Stationary phase 16h,248,1.0478
Stationary phase 16h,351,1.482975
Stationary phase 16h,280,1.183
Stationary phase 16h,232,0.9802
Stationary phase 16h,357,1.508325
Stationary phase 16h,271,1.144975
Stationary phase 16h,211,0.891475
Stationary phase 16h,240,1.014
Stationary phase 16h,228,0.9633
Stationary phase 16h,340,1.4365
Stationary phase 16h,207,0.874575
Stationary phase 16h,387,1.635075
Stationary phase 16h,211,0.891475
Stationary phase 16h,316,1.3351
Stationary phase 16h,283,1.195675
Stationary phase 16h,300,1.2675
Stationary phase 16h,282,1.19145
Stationary phase 16h,211,0.891475
Stationary phase 16h,231,0.975975
Stationary phase 16h,367,1.550575
Stationary phase 16h,321,1.356225
Stationary phase 16h,345,1.457625
Stationary phase 16h,330,1.39425
Stationary phase 16h,253,1.068925
Stationary phase 16h,226,0.95485
Stationary phase 16h,343,1.449175
Stationary phase 16h,441,1.863225
Stationary phase 16h,292,1.2337
Stationary phase 16h,102,0.43095
Stationary phase 16h,249,1.052025
Stationary phase 16h,412,1.7407
Stationary phase 16h,243,1.026675
Stationary phase 16h,380,1.6055
Stationary phase 16h,248,1.0478
Stationary phase 16h,414,1.74915
Stationary phase 16h,359,1.516775
Stationary phase 16h,360,1.521
Stationary phase 16h,301,1.271725
Stationary phase 16h,481,2.032225
Stationary phase 16h,281,1.187225
Stationary phase 16h,434,1.83365
Stationary phase 16h,489,2.066025
Stationary phase 16h,225,0.950625
Stationary phase 16h,404,1.7069
Stationary phase 16h,357,1.508325
Stationary phase 16h,224,0.9464
Stationary phase 16h,240,1.014
Stationary phase 16h,359,1.516775
Stationary phase 16h,313,1.322425
Stationary phase 16h,484,2.0449
Stationary phase 16h,271,1.144975
Stationary phase 16h,269,1.136525
Stationary phase 16h,520,2.197
Stationary phase 16h,469,1.981525
Stationary phase 16h,533,2.251925
Stationary phase 16h,206,0.87035
Stationary phase 16h,285,1.204125
Stationary phase 16h,285,1.204125
Stationary phase 16h,287,1.212575
Stationary phase 16h,223,0.942175
Stationary phase 16h,402,1.69845
Stationary phase 16h,496,2.0956
Stationary phase 16h,359,1.516775
Stationary phase 16h,402,1.69845
Stationary phase 16h,328,1.3858
Stationary phase 16h,291,1.229475
Stationary phase 16h,325,1.373125
Stationary phase 16h,226,0.95485
Stationary phase 16h,416,1.7576
Stationary phase 16h,358,1.51255
Stationary phase 16h,442,1.86745
Stationary phase 16h,343,1.449175
Stationary phase 16h,573,2.420925
Stationary phase 16h,327,1.381575
Stationary phase 16h,229,0.967525
Stationary phase 16h,316,1.3351
Stationary phase 16h,328,1.3858
Stationary phase 16h,310,1.30975
Stationary phase 16h,215,0.908375
Stationary phase 16h,221,0.933725
Stationary phase 16h,339,1.432275
Stationary phase 16h,187,0.790075
Stationary phase 16h,234,0.98865
Stationary phase 16h,340,1.4365
Stationary phase 16h,235,0.992875
Stationary phase 16h,405,1.711125
Stationary phase 16h,203,0.857675
Stationary phase 16h,311,1.313975
Stationary phase 16h,471,1.989975
Stationary phase 16h,418,1.76605
Stationary phase 16h,316,1.3351
Stationary phase 16h,177,0.747825
Stationary phase 16h,482,2.03645
Stationary phase 16h,243,1.026675
Stationary phase 16h,196,0.8281
Stationary phase 16h,455,1.922375
Stationary phase 16h,372,1.5717
Stationary phase 16h,298,1.25905
Stationary phase 16h,222,0.93795
Stationary phase 16h,200,0.845
Stationary phase 16h,284,1.1999
Stationary phase 16h,363,1.533675
Stationary phase 16h,199,0.840775
Stationary phase 16h,190,0.80275
Stationary phase 16h,363,1.533675
Stationary phase 16h,283,1.195675
Stationary phase 16h,360,1.521
Stationary phase 16h,182,0.76895
Stationary phase 16h,588,2.4843
Stationary phase 16h,329,1.390025
Stationary phase 16h,232,0.9802
Stationary phase 16h,342,1.44495
Stationary phase 16h,158,0.66755
Stationary phase 16h,221,0.933725
Stationary phase 16h,229,0.967525
Stationary phase 16h,544,2.2984
Stationary phase 16h,365,1.542125
Stationary phase 16h,236,0.9971
Stationary phase 16h,233,0.984425
Stationary phase 16h,404,1.7069
Stationary phase 16h,219,0.925275
Stationary phase 16h,301,1.271725
Stationary phase 16h,400,1.69
Stationary phase 16h,261,1.102725
Stationary phase 16h,351,1.482975
Stationary phase 16h,328,1.3858
Stationary phase 16h,263,1.111175
Stationary phase 16h,368,1.5548
Stationary phase 16h,235,0.992875
Stationary phase 16h,233,0.984425
Stationary phase 16h,265,1.119625
Stationary phase 16h,445,1.880125
Stationary phase 16h,235,0.992875
Stationary phase 16h,379,1.601275
Stationary phase 16h,201,0.849225
Stationary phase 16h,318,1.34355
Stationary phase 16h,329,1.390025
Stationary phase 16h,244,1.0309
Stationary phase 16h,423,1.787175
Stationary phase 16h,354,1.49565
Stationary phase 16h,341,1.440725
Stationary phase 16h,318,1.34355
Stationary phase 16h,225,0.950625
Stationary phase 16h,269,1.136525
Stationary phase 16h,189,0.798525
Stationary phase 16h,293,1.237925
Stationary phase 16h,207,0.874575
Stationary phase 16h,214,0.90415
Stationary phase 16h,323,1.364675
Stationary phase 16h,314,1.32665
Stationary phase 16h,402,1.69845
Stationary phase 16h,272,1.1492
Stationary phase 16h,403,1.702675
Stationary phase 16h,413,1.744925
Stationary phase 16h,201,0.849225
Stationary phase 16h,333,1.406925
Stationary phase 16h,552,2.3322
Stationary phase 16h,304,1.2844
Stationary phase 16h,276,1.1661
Stationary phase 16h,433,1.829425
Stationary phase 16h,350,1.47875
Stationary phase 16h,349,1.474525
Stationary phase 16h,270,1.14075
Stationary phase 16h,351,1.482975
Stationary phase 16h,286,1.20835
Stationary phase 16h,179,0.756275
Stationary phase 16h,289,1.221025
Stationary phase 16h,467,1.973075
Stationary phase 16h,199,0.840775
Stationary phase 16h,364,1.5379
Stationary phase 16h,225,0.950625
Stationary phase 16h,508,2.1463
Stationary phase 16h,169,0.714025
Stationary phase 16h,478,2.01955
Stationary phase 16h,195,0.823875
Stationary phase 16h,232,0.9802
Stationary phase 16h,275,1.161875
Stationary phase 16h,206,0.87035
Stationary phase 16h,356,1.5041
Stationary phase 16h,282,1.19145
Stationary phase 16h,354,1.49565
Stationary phase 16h,308,1.3013
Stationary phase 16h,300,1.2675
Stationary phase 16h,340,1.4365
Stationary phase 16h,235,0.992875
Stationary phase 16h,367,1.550575
Stationary phase 16h,289,1.221025
Stationary phase 16h,280,1.183
Stationary phase 16h,332,1.4027
Stationary phase 16h,430,1.81675
Stationary phase 16h,294,1.24215
Stationary phase 16h,189,0.798525
Stationary phase 16h,277,1.170325
Stationary phase 16h,313,1.322425
Stationary phase 16h,224,0.9464
Stationary phase 16h,198,0.83655
Stationary phase 16h,261,1.102725
Stationary phase 16h,395,1.668875
Stationary phase 16h,293,1.237925
Stationary phase 16h,211,0.891475
Stationary phase 16h,263,1.111175
Stationary phase 16h,272,1.1492
Stationary phase 16h,596,2.5181
Stationary phase 16h,293,1.237925
Stationary phase 16h,365,1.542125
Stationary phase 16h,360,1.521
Stationary phase 16h,431,1.820975
Stationary phase 16h,453,1.913925
Stationary phase 16h,340,1.4365
Stationary phase 16h,163,0.688675
Stationary phase 16h,243,1.026675
Stationary phase 16h,203,0.857675
Stationary phase 16h,271,1.144975
Stationary phase 16h,422,1.78295
Stationary phase 16h,357,1.508325
Stationary phase 16h,209,0.883025
Stationary phase 16h,399,1.685775
Stationary phase 16h,289,1.221025
Stationary phase 16h,294,1.24215
Stationary phase 16h,464,1.9604
Stationary phase 16h,285,1.204125
Stationary phase 16h,171,0.722475
Stationary phase 16h,394,1.66465
Stationary phase 16h,290,1.22525
Stationary phase 16h,222,0.93795
Stationary phase 16h,256,1.0816
Stationary phase 16h,194,0.81965
Stationary phase 16h,310,1.30975
Stationary phase 16h,327,1.381575
Stationary phase 16h,348,1.4703
Stationary phase 16h,628,2.6533
Stationary phase 16h,268,1.1323
Stationary phase 16h,413,1.744925
Stationary phase 16h,420,1.7745
Stationary phase 16h,403,1.702675
Stationary phase 16h,293,1.237925
Stationary phase 16h,334,1.41115
Stationary phase 16h,300,1.2675
Stationary phase 16h,322,1.36045
Stationary phase 16h,183,0.773175
Stationary phase 16h,294,1.24215
Stationary phase 16h,382,1.61395
Stationary phase 16h,216,0.9126
Stationary phase 16h,314,1.32665
Stationary phase 16h,390,1.64775
Stationary phase 16h,303,1.280175
Stationary phase 16h,195,0.823875
Stationary phase 16h,413,1.744925
Stationary phase 16h,246,1.03935
Stationary phase 16h,421,1.778725
Stationary phase 16h,325,1.373125
Stationary phase 16h,348,1.4703
Stationary phase 16h,352,1.4872
Stationary phase 16h,200,0.845
Stationary phase 16h,348,1.4703
Stationary phase 16h,400,1.69
Stationary phase 16h,317,1.339325
Stationary phase 16h,291,1.229475
Stationary phase 16h,306,1.29285
Stationary phase 16h,253,1.068925
Stationary phase 16h,209,0.883025
Stationary phase 16h,405,1.711125
Stationary phase 16h,264,1.1154
Stationary phase 16h,389,1.643525
Stationary phase 16h,284,1.1999
Stationary phase 16h,398,1.68155
Stationary phase 16h,300,1.2675
Stationary phase 16h,196,0.8281
Stationary phase 16h,201,0.849225
Stationary phase 16h,303,1.280175
Stationary phase 16h,232,0.9802
Stationary phase 16h,345,1.457625
Stationary phase 16h,268,1.1323
Stationary phase 16h,205,0.866125
Stationary phase 16h,375,1.584375
Stationary phase 16h,244,1.0309
Stationary phase 16h,229,0.967525
Stationary phase 16h,308,1.3013
Stationary phase 16h,451,1.905475
Stationary phase 16h,247,1.043575
Stationary phase 16h,267,1.128075
Stationary phase 16h,364,1.5379
Stationary phase 16h,457,1.930825
Stationary phase 16h,219,0.925275
Stationary phase 16h,278,1.17455
Stationary phase 16h,366,1.54635
Stationary phase 16h,222,0.93795
Stationary phase 16h,194,0.81965
Stationary phase 16h,307,1.297075
Stationary phase 16h,230,0.97175
Stationary phase 16h,228,0.9633
Stationary phase 16h,335,1.415375
Stationary phase 16h,283,1.195675
Stationary phase 16h,286,1.20835
Stationary phase 16h,300,1.2675
Stationary phase 16h,435,1.837875
Stationary phase 16h,192,0.8112
Stationary phase 16h,228,0.9633
Stationary phase 16h,254,1.07315
Stationary phase 16h,231,0.975975
Stationary phase 16h,440,1.859
Stationary phase 16h,284,1.1999
Stationary phase 16h,222,0.93795
Stationary phase 16h,197,0.832325
Stationary phase 16h,366,1.54635
Stationary phase 16h,217,0.916825
Stationary phase 16h,431,1.820975
Stationary phase 16h,483,2.040675
Stationary phase 16h,250,1.05625
Stationary phase 16h,266,1.12385
Stationary phase 16h,308,1.3013
Stationary phase 16h,405,1.711125
Stationary phase 16h,409,1.728025
Stationary phase 16h,355,1.499875
Stationary phase 16h,602,2.54345
Stationary phase 16h,442,1.86745
Stationary phase 16h,507,2.142075
Stationary phase 16h,522,2.20545
Stationary phase 16h,395,1.668875
Stationary phase 16h,240,1.014
Stationary phase 16h,468,1.9773
Stationary phase 16h,229,0.967525
Stationary phase 16h,268,1.1323
Stationary phase 16h,327,1.381575
Stationary phase 16h,203,0.857675
Stationary phase 16h,151,0.637975
Stationary phase 16h,350,1.47875
Stationary phase 16h,309,1.305525
Stationary phase 16h,407,1.719575
Stationary phase 16h,188,0.7943
Stationary phase 16h,446,1.88435
Stationary phase 16h,275,1.161875
Stationary phase 16h,259,1.094275
Stationary phase 16h,236,0.9971
Stationary phase 16h,212,0.8957
Stationary phase 16h,246,1.03935
Stationary phase 16h,284,1.1999
Stationary phase 16h,256,1.0816
Stationary phase 16h,265,1.119625
Stationary phase 16h,264,1.1154
Stationary phase 16h,245,1.035125
Stationary phase 16h,302,1.27595
Stationary phase 16h,251,1.060475
Stationary phase 16h,219,0.925275
Stationary phase 16h,214,0.90415
Stationary phase 16h,322,1.36045
Stationary phase 16h,357,1.508325
Stationary phase 16h,270,1.14075
Stationary phase 16h,347,1.466075
Stationary phase 16h,175,0.739375
Stationary phase 16h,682,2.88145
Stationary phase 16h,174,0.73515
Stationary phase 16h,257,1.085825
Stationary phase 16h,302,1.27595
Stationary phase 16h,454,1.91815
Stationary phase 16h,267,1.128075
Stationary phase 16h,595,2.513875
Stationary phase 16h,305,1.288625
Stationary phase 16h,422,1.78295
Stationary phase 16h,270,1.14075
Stationary phase 16h,409,1.728025
Stationary phase 16h,300,1.2675
Stationary phase 16h,311,1.313975
Stationary phase 16h,457,1.930825
Stationary phase 16h,259,1.094275
Stationary phase 16h,244,1.0309
Stationary phase 16h,399,1.685775
Stationary phase 16h,371,1.567475
Stationary phase 16h,276,1.1661
Stationary phase 16h,370,1.56325
Stationary phase 16h,286,1.20835
Stationary phase 16h,501,2.116725
Stationary phase 16h,287,1.212575
Stationary phase 16h,525,2.218125
Stationary phase 16h,355,1.499875
Stationary phase 16h,391,1.651975
Stationary phase 16h,229,0.967525
Stationary phase 16h,398,1.68155
Stationary phase 16h,317,1.339325
Stationary phase 16h,429,1.812525
Stationary phase 16h,258,1.09005
Stationary phase 16h,201,0.849225
Stationary phase 16h,235,0.992875
Stationary phase 16h,249,1.052025
Stationary phase 16h,190,0.80275
Stationary phase 16h,338,1.42805
Stationary phase 16h,295,1.246375
Stationary phase 16h,512,2.1632
Stationary phase 16h,266,1.12385
Stationary phase 16h,530,2.23925
Stationary phase 16h,490,2.07025
Stationary phase 16h,371,1.567475
Stationary phase 16h,264,1.1154
Stationary phase 16h,241,1.018225
Stationary phase 16h,303,1.280175
Stationary phase 16h,269,1.136525
Stationary phase 16h,211,0.891475
Stationary phase 16h,486,2.05335
Stationary phase 16h,263,1.111175
Stationary phase 16h,331,1.398475
Stationary phase 16h,432,1.8252
Stationary phase 16h,445,1.880125
Stationary phase 16h,211,0.891475
Stationary phase 16h,232,0.9802
Stationary phase 16h,314,1.32665
Stationary phase 16h,246,1.03935
Stationary phase 16h,271,1.144975
Stationary phase 16h,332,1.4027
Stationary phase 16h,379,1.601275
Stationary phase 16h,452,1.9097
Stationary phase 16h,198,0.83655
Stationary phase 16h,296,1.2506
Stationary phase 16h,361,1.525225
Stationary phase 16h,336,1.4196
Stationary phase 16h,396,1.6731
Stationary phase 16h,632,2.6702
Stationary phase 16h,427,1.804075
Stationary phase 16h,561,2.370225
Stationary phase 16h,424,1.7914
Stationary phase 16h,236,0.9971
Stationary phase 16h,451,1.905475
Stationary phase 16h,278,1.17455
Stationary phase 16h,311,1.313975
Stationary phase 16h,386,1.63085
Stationary phase 16h,347,1.466075
Stationary phase 16h,327,1.381575
Stationary phase 16h,408,1.7238
Stationary phase 16h,310,1.30975
Stationary phase 16h,374,1.58015
Stationary phase 16h,311,1.313975
Stationary phase 16h,494,2.08715
Stationary phase 16h,458,1.93505
Stationary phase 16h,284,1.1999
Stationary phase 16h,323,1.364675
Stationary phase 16h,434,1.83365
Stationary phase 16h,299,1.263275
Stationary phase 16h,271,1.144975
Stationary phase 16h,461,1.947725
Stationary phase 16h,302,1.27595
Stationary phase 16h,278,1.17455
Stationary phase 16h,398,1.68155
Stationary phase 16h,438,1.85055
Stationary phase 16h,503,2.125175
Stationary phase 16h,385,1.626625
Stationary phase 16h,318,1.34355
Stationary phase 16h,484,2.0449
Stationary phase 16h,267,1.128075
Stationary phase 16h,217,0.916825
Stationary phase 16h,249,1.052025
Stationary phase 16h,433,1.829425
Stationary phase 16h,366,1.54635
Stationary phase 16h,251,1.060475
Stationary phase 16h,234,0.98865
Stationary phase 16h,257,1.085825
Stationary phase 16h,283,1.195675
Stationary phase 16h,486,2.05335
Stationary phase 16h,426,1.79985
Stationary phase 16h,390,1.64775
Stationary phase 16h,258,1.09005
Stationary phase 16h,249,1.052025
Stationary phase 16h,213,0.899925
Stationary phase 16h,286,1.20835
Stationary phase 16h,426,1.79985
Stationary phase 16h,413,1.744925
Stationary phase 16h,226,0.95485
Stationary phase 16h,444,1.8759
Stationary phase 16h,370,1.56325
Stationary phase 16h,329,1.390025
Stationary phase 16h,387,1.635075
Stationary phase 16h,216,0.9126
Stationary phase 16h,254,1.07315
Stationary phase 16h,344,1.4534
Stationary phase 16h,236,0.9971
Stationary phase 16h,273,1.153425
Stationary phase 16h,440,1.859
Stationary phase 16h,501,2.116725
Stationary phase 16h,312,1.3182
Stationary phase 16h,279,1.178775
Stationary phase 16h,243,1.026675
Stationary phase 16h,273,1.153425
Stationary phase 16h,276,1.1661
Stationary phase 16h,253,1.068925
Stationary phase 16h,214,0.90415
Stationary phase 16h,263,1.111175
Stationary phase 16h,443,1.871675
Stationary phase 16h,256,1.0816
Stationary phase 16h,562,2.37445
Stationary phase 16h,322,1.36045
Stationary phase 16h,289,1.221025
Stationary phase 16h,327,1.381575
Stationary phase 16h,248,1.0478
Stationary phase 16h,264,1.1154
Stationary phase 16h,257,1.085825
Stationary phase 16h,711,3.003975
Stationary phase 16h,357,1.508325
Stationary phase 16h,279,1.178775
Stationary phase 16h,210,0.88725
Stationary phase 16h,185,0.781625
Stationary phase 16h,292,1.2337
Stationary phase 16h,276,1.1661
Stationary phase 16h,264,1.1154
Stationary phase 16h,410,1.73225
Stationary phase 16h,267,1.128075
Stationary phase 16h,382,1.61395
Stationary phase 16h,283,1.195675
Stationary phase 16h,324,1.3689
Stationary phase 16h,197,0.832325
Stationary phase 16h,277,1.170325
Stationary phase 16h,501,2.116725
Stationary phase 16h,303,1.280175
Stationary phase 16h,498,2.10405
Stationary phase 16h,243,1.026675
Stationary phase 16h,215,0.908375
Synthetic Rich,884,3.7349
Synthetic Rich,1022,4.31795
Synthetic Rich,929,3.925025
Synthetic Rich,546,2.30685
Synthetic Rich,500,2.1125
Synthetic Rich,897,3.789825
Synthetic Rich,1075,4.541875
Synthetic Rich,547,2.311075
Synthetic Rich,810,3.42225
Synthetic Rich,528,2.2308
Synthetic Rich,1037,4.381325
Synthetic Rich,643,2.716675
Synthetic Rich,735,3.105375
Synthetic Rich,1061,4.482725
Synthetic Rich,1898,8.01905
Synthetic Rich,1248,5.2728
Synthetic Rich,562,2.37445
Synthetic Rich,1119,4.727775
Synthetic Rich,780,3.2955
Synthetic Rich,560,2.366
Synthetic Rich,568,2.3998
Synthetic Rich,1461,6.172725
Synthetic Rich,605,2.556125
Synthetic Rich,1001,4.229225
Synthetic Rich,814,3.43915
Synthetic Rich,2103,8.885175
Synthetic Rich,890,3.76025
Synthetic Rich,713,3.012425
Synthetic Rich,797,3.367325
Synthetic Rich,417,1.761825
Synthetic Rich,974,4.11515
Synthetic Rich,344,1.4534
Synthetic Rich,394,1.66465
Synthetic Rich,1213,5.124925
Synthetic Rich,887,3.747575
Synthetic Rich,944,3.9884
Synthetic Rich,1195,5.048875
Synthetic Rich,634,2.67865
Synthetic Rich,839,3.544775
Synthetic Rich,984,4.1574
Synthetic Rich,573,2.420925
Synthetic Rich,629,2.657525
Synthetic Rich,409,1.728025
Synthetic Rich,678,2.86455
Synthetic Rich,338,1.42805
Synthetic Rich,503,2.125175
Synthetic Rich,545,2.302625
Synthetic Rich,521,2.201225
Synthetic Rich,1671,7.059975
Synthetic Rich,576,2.4336
Synthetic Rich,472,1.9942
Synthetic Rich,693,2.927925
Synthetic Rich,690,2.91525
Synthetic Rich,866,3.65885
Synthetic Rich,1086,4.58835
Synthetic Rich,891,3.764475
Synthetic Rich,690,2.91525
Synthetic Rich,756,3.1941
Synthetic Rich,1035,4.372875
Synthetic Rich,426,1.79985
Synthetic Rich,602,2.54345
Synthetic Rich,850,3.59125
Synthetic Rich,910,3.84475
Synthetic Rich,672,2.8392
Synthetic Rich,925,3.908125
Synthetic Rich,711,3.003975
Synthetic Rich,957,4.043325
Synthetic Rich,741,3.130725
Synthetic Rich,1269,5.361525
Synthetic Rich,906,3.82785
Synthetic Rich,768,3.2448
Synthetic Rich,585,2.471625
Synthetic Rich,866,3.65885
Synthetic Rich,698,2.94905
Synthetic Rich,1308,5.5263
Synthetic Rich,541,2.285725
Synthetic Rich,801,3.384225
Synthetic Rich,782,3.30395
Synthetic Rich,710,2.99975
Synthetic Rich,953,4.026425
Synthetic Rich,701,2.961725
Synthetic Rich,1010,4.26725
Synthetic Rich,650,2.74625
Synthetic Rich,275,1.161875
Synthetic Rich,173,0.730925
Synthetic Rich,1475,6.231875
Synthetic Rich,915,3.865875
Synthetic Rich,614,2.59415
Synthetic Rich,934,3.94615
Synthetic Rich,387,1.635075
Synthetic Rich,1317,5.564325
Synthetic Rich,454,1.91815
Synthetic Rich,674,2.84765
Synthetic Rich,817,3.451825
Synthetic Rich,681,2.877225
Synthetic Rich,818,3.45605
Synthetic Rich,515,2.175875
Synthetic Rich,694,2.93215
Synthetic Rich,759,3.206775
Synthetic Rich,1061,4.482725
Synthetic Rich,559,2.361775
Synthetic Rich,925,3.908125
Synthetic Rich,553,2.336425
Synthetic Rich,905,3.823625
Synthetic Rich,660,2.7885
Synthetic Rich,704,2.9744
